t_ns,id,duration_ns
5915579733,step.compute,181331
5915584922,step.service,187992
5949166508,step.compute,191669
5949175023,step.service,205091
5965717621,step.compute,180219
5965722850,step.service,186860
5981836282,step.compute,166666
5981841862,step.service,173828
5999605030,step.compute,186629
5999611110,step.service,193963
6015777453,step.compute,164792
6015783273,step.service,172296
6039549915,step.compute,192950
6039555385,step.service,199652
6066758103,step.compute,170652
6066763843,step.service,177885
6083024377,step.compute,174980
6083029736,step.service,181581
6099975524,step.compute,198250
6099984179,step.service,209679
6116343562,step.compute,198810
6116351015,step.service,208548
6149272570,step.compute,188222
6149280022,step.service,197058
6166172018,step.compute,172455
6166177027,step.service,178726
6182682781,step.compute,187572
6182689813,step.service,196596
6199865315,step.compute,216200
6199870353,step.service,222852
6216271218,step.compute,176653
6216276627,step.service,183405
6239798640,step.compute,200864
6239804250,step.service,207826
6265990817,step.compute,164062
6265996237,step.service,171634
6283467154,step.compute,196105
6283473034,step.service,203719
6300210946,step.compute,177905
6300216866,step.service,184927
6316397123,step.compute,195184
6316404035,step.service,203658
6349251222,step.compute,344921
6349259867,step.service,355819
6366435468,step.compute,184225
6366453910,step.service,204049
6382932478,step.compute,182032
6382975331,step.service,226337
6399344512,step.compute,174809
6399350332,step.service,182122
6416859675,step.compute,203779
6416865044,step.service,211593
6440104102,step.compute,222611
6440110173,step.service,229913
6467795999,step.compute,259675
6467802470,step.service,267428
6484274306,step.compute,221379
6484283562,step.service,233220
6501528382,step.compute,219637
6501535033,step.service,227790
6518141440,step.compute,329504
6518148322,step.service,337848
6535071742,step.compute,192740
6535077541,step.service,200103
6566301588,step.compute,219486
6566309301,step.service,228672
6583456384,step.compute,218824
6583462795,step.service,227860
6600484243,step.compute,278066
6600490684,step.service,286480
6617912828,step.compute,211482
6617918508,step.service,218374
6642149135,step.compute,161386
6642154233,step.service,167667
6668977221,step.compute,168118
6668983361,step.service,175721
6699581376,step.compute,239420
6699591884,step.service,252392
6699927258,step.compute,171003
6699931305,step.service,175731
6716200454,step.compute,314529
6716207987,step.service,323354
6749501749,step.compute,417836
6749509011,step.service,427202
6765883451,step.compute,221319
6765889912,step.service,229703
6782905950,step.compute,219947
6782911189,step.service,227310
6799718169,step.compute,202867
6799724651,step.service,210932
6816647149,step.compute,289375
6816653019,step.service,297559
6855599043,step.compute,267438
6855605023,step.service,274601
6855973304,step.compute,204871
6855977321,step.service,209329
6881614548,step.compute,222651
6881620097,step.service,229944
6897993535,step.compute,196426
6897999305,step.service,205552
6915248583,step.compute,279419
6915255564,step.service,288514
6947875021,step.compute,192650
6947882314,step.service,201715
6964380695,step.compute,181921
6964386155,step.service,188973
6982137623,step.compute,192741
6982144835,step.service,202727
6999122657,step.compute,199051
6999129268,step.service,208257
7014935103,step.compute,204460
7014940533,step.service,211543
7033457061,step.compute,220698
7033464143,step.service,230074
7056870296,step.compute,159703
7056875816,step.service,166625
7082525944,step.compute,202246
7082533056,step.service,211702
7099889767,step.compute,181210
7099895607,step.service,188824
7116401491,step.compute,219877
7116407311,step.service,228561
7149416905,step.compute,192479
7149424508,step.service,202867
7165675105,step.compute,171654
7165680183,step.service,177594
7183228332,step.compute,212864
7183233872,step.service,219736
7199309529,step.compute,207456
7199315589,step.service,214969
7215979374,step.compute,242235
7215989461,step.service,255648
7233552285,step.compute,413048
7233562032,step.service,424387
7272477172,step.compute,180008
7272482952,step.service,187200
7283957477,step.compute,187751
7283963678,step.service,196707
7299747735,step.compute,174519
7299752984,step.service,182162
7315504085,step.compute,176693
7315509775,step.service,183564
7349097549,step.compute,193461
7349105313,step.service,202707
7365458515,step.compute,246041
7365465166,step.service,253915
7382206574,step.compute,161277
7382211803,step.service,168859
7399869720,step.compute,195424
7399876662,step.service,205001
7416382015,step.compute,259956
7416391561,step.service,271715
7449971943,step.compute,188383
7449979796,step.service,199662
7472673269,step.compute,242004
7472679119,step.service,249488
7483678481,step.compute,212404
7483684161,step.service,219666
7498207649,step.compute,279889
7498212998,step.service,287162
7515212177,step.compute,210952
7515217245,step.service,217873
7548666352,step.compute,278617
7548675738,step.service,290467
7565726025,step.compute,176473
7565731474,step.service,183384
7581407967,step.compute,199772
7581414508,step.service,208257
7597482753,step.compute,186630
7597488613,step.service,194012
7615335955,step.compute,187240
7615341544,step.service,195075
7650407761,step.compute,211993
7650418049,step.service,224595
7671941758,step.compute,163951
7671947037,step.service,170572
7683203278,step.compute,282274
7683209940,step.service,290297
7699500124,step.compute,199211
7699505323,step.service,206404
7716071069,step.compute,194303
7716078041,step.service,203088
7749773400,step.compute,172947
7749778489,step.service,179868
7765664321,step.compute,186359
7765669319,step.service,192740
7783045464,step.compute,240632
7783051775,step.service,248956
7799293185,step.compute,172135
7799298244,step.service,178436
7815494558,step.compute,254095
7815501610,step.service,264333
7848676617,step.compute,196707
7848683409,step.service,205061
7865604173,step.compute,304792
7865610925,step.service,313687
7888853148,step.compute,171604
7888857896,step.service,177625
7900663318,step.compute,205923
7900669238,step.service,213927
7914673757,step.compute,244258
7914679117,step.service,251491
7947139149,step.compute,181361
7947144949,step.service,189385
7963648289,step.compute,160756
7963653277,step.service,166946
7980372306,step.compute,247114
7980378537,step.service,254846
7996903803,step.compute,185347
7996909693,step.service,192890
8013726780,step.compute,248846
8013733371,step.service,259284
8047142087,step.compute,213666
8047147917,step.service,223062
8064612783,step.compute,212955
8064618593,step.service,220077
8080477508,step.compute,193471
8080485131,step.service,202948
8104635269,step.compute,165173
8104640548,step.service,172806
8115346386,step.compute,175371
8115352707,step.service,183314
8148135080,step.compute,365225
8148142343,step.service,374001
8165297789,step.compute,279720
8165303929,step.service,287272
8182937294,step.compute,319738
8182943805,step.service,330436
8199235722,step.compute,453517
8199243976,step.service,463434
8215585548,step.compute,186440
8215591538,step.service,194112
8248745688,step.compute,206203
8248751428,step.service,213877
8265277646,step.compute,211782
8265285991,step.service,224534
8282350641,step.compute,177314
8282355650,step.service,183594
8305238376,step.compute,257972
8305245268,step.service,266056
8316748231,step.compute,234542
8316754512,step.service,242165
8348991021,step.compute,198190
8349001278,step.service,211021
8365060276,step.compute,169931
8365065886,step.service,177604
8381360307,step.compute,191428
8381398152,step.service,231437
8398081679,step.compute,174719
8398087960,step.service,182903
8414571956,step.compute,175782
8414577435,step.service,183144
8447170464,step.compute,171254
8447176144,step.service,178476
8464086911,step.compute,271254
8464093081,step.service,278998
8482042397,step.compute,172035
8482048107,step.service,178866
8497122218,step.compute,168759
8497127417,step.service,175491
8521422372,step.compute,159964
8521427110,step.service,166486
8547661978,step.compute,225476
8547669732,step.service,235383
8564133433,step.compute,198530
8564140174,step.service,207736
8581126681,step.compute,162869
8581132511,step.service,171093
8597334453,step.compute,186520
8597339452,step.service,192950
8614113124,step.compute,168689
8614118373,step.service,175490
8666454150,step.compute,274971
8666460511,step.service,283545
8666730263,step.compute,129521
8666733849,step.service,133649
8695507446,step.compute,195916
8695512344,step.service,202738
8695789519,step.compute,139529
8695792464,step.service,142885
8735239133,step.compute,161467
8735244192,step.service,167697
8735541361,step.compute,132827
8735544296,step.service,136264
8761760733,step.compute,187281
8761767264,step.service,195314
8779053914,step.compute,242485
8779061447,step.service,252813
8795635097,step.compute,179618
8795641568,step.service,187681
8828619777,step.compute,232849
8828625687,step.service,241303
8845664223,step.compute,173898
8845669422,step.service,180630
8861924505,step.compute,171604
8861930105,step.service,178415
8878628618,step.compute,172115
8878633857,step.service,179227
8894989022,step.compute,180349
8894993890,step.service,187101
8928818129,step.compute,271825
8928823979,step.service,279419
8951350765,step.compute,161196
8951356385,step.service,168058
8962917268,step.compute,178625
8962923619,step.service,186840
8978464228,step.compute,208137
8978471140,step.service,218324
8995089656,step.compute,173618
8995095315,step.service,180970
9028243925,step.compute,174329
9028248743,step.service,180690
9045962405,step.compute,418247
9045969818,step.service,428023
9061377519,step.compute,165083
9061382428,step.service,171854
9078212986,step.compute,172977
9078219147,step.service,180599
9095249658,step.compute,177304
9095254597,step.service,183604
9129623426,step.compute,203128
9129628455,step.service,209249
9152342462,step.compute,165183
9152347901,step.service,172275
9164030592,step.compute,198570
9164035671,step.service,205452
9179607013,step.compute,273108
9179614385,step.service,282564
9195598214,step.compute,189084
9195604625,step.service,196918
9217594451,step.compute,170612
9217599299,step.service,177044
9244916671,step.compute,257281
9244922821,step.service,264814
9261774466,step.compute,246953
9261780757,step.service,254466
9278967345,step.compute,297479
9278973626,step.service,305614
9295513717,step.compute,219385
9295522492,step.service,230806
9328601223,step.compute,189264
9328606271,step.service,195625
9345497083,step.compute,204610
9345507351,step.service,218284
9368000228,step.compute,161887
9368005668,step.service,168518
9379092198,step.compute,191808
9379099180,step.service,201365
9395285926,step.compute,245230
9395293258,step.service,254997
9427930462,step.compute,173336
9427936923,step.service,182012
9444369009,step.compute,173638
9444375561,step.service,181541
9461139445,step.compute,199322
9461145255,step.service,207646
9478258558,step.compute,198611
9478265530,step.service,208136
9494419620,step.compute,181861
9494427003,step.service,190817
9527341992,step.compute,192970
9527347412,step.service,200453
9545729859,step.compute,174890
9545737512,step.service,184516
9569476564,step.compute,176342
9569481943,step.service,182643
9578004732,step.compute,175431
9578010822,step.service,182934
9594931576,step.compute,199541
9594936664,step.service,206604
9627834104,step.compute,212524
9627839393,step.service,220587
9645033975,step.compute,171905
9645039735,step.service,179397
9662089489,step.compute,167147
9662094688,step.service,173758
9678514704,step.compute,236105
9678522377,step.service,245551
9694700308,step.compute,191588
9694707580,step.service,201855
9728976860,step.compute,164963
9728984383,step.service,173948
9744616909,step.compute,249467
9744622008,step.service,256069
9762124868,step.compute,183454
9762130468,step.service,190246
9785240763,step.compute,161146
9785245662,step.service,168238
9795960305,step.compute,323694
9795967387,step.service,332720
9827910632,step.compute,243697
9827916452,step.service,251621
9844409362,step.compute,166615
9844414261,step.service,172836
9861420570,step.compute,182022
9861426120,step.service,189684
9878295405,step.compute,170222
9878301556,step.service,177755
9894422990,step.compute,190967
9894428539,step.service,198420
9928474236,step.compute,184466
9928479615,step.service,191277
9944555030,step.compute,369012
9944561732,step.service,378930
9961489567,step.compute,207656
9961494235,step.service,214187
9978810235,step.compute,171503
9978816035,step.service,178857
10000653569,step.compute,193271
10000658748,step.service,199793
10028126015,step.compute,201626
10028131405,step.service,209499
10044856212,step.compute,186229
10044863594,step.service,195214
10061582862,step.compute,209880
10061587310,step.service,215820
10077220006,step.compute,191478
10077225085,step.service,198009
10095358004,step.compute,174509
10095363433,step.service,181611
10128728222,step.compute,217373
10128734813,step.service,225105
10146377122,step.compute,266106
10146383342,step.service,273990
10162307798,step.compute,231436
10162313598,step.service,238328
10178311701,step.compute,269792
10178318012,step.service,278687
10195430703,step.compute,231717
10195436663,step.service,238598
10218889034,step.compute,190857
10218894383,step.service,197438
10245811568,step.compute,179067
10245817808,step.service,187752
10262783378,step.compute,255317
10262790180,step.service,264042
10279115923,step.compute,179217
10279123636,step.service,189304
10296317086,step.compute,200784
10296327374,step.service,214517
10329300612,step.compute,175460
10329307193,step.service,183153
10345636753,step.compute,362251
10345643485,step.service,371626
10363039712,step.compute,188372
10363070334,step.service,220558
10379163389,step.compute,199362
10379168468,step.service,205773
10394619623,step.compute,192930
10394625664,step.service,200884
10434995221,step.compute,238999
10435000770,step.service,246292
10435366216,step.compute,199352
10435370143,step.service,203910
10462040465,step.compute,178817
10462047457,step.service,187741
10478772805,step.compute,171804
10478778345,step.service,178456
10494537638,step.compute,181661
10494543177,step.service,189445
10528908540,step.compute,181621
10528913759,step.service,188663
10544829250,step.compute,165824
10544834569,step.service,172335
10569860424,step.compute,156828
10569865273,step.service,162879
10578355976,step.compute,180409
10578362477,step.service,188493
10595043259,step.compute,167347
10595048628,step.service,174478
10637186123,step.compute,163911
10637191392,step.service,170422
10637452169,step.compute,114315
10637455004,step.service,130383
10663312944,step.compute,160915
10663318023,step.service,167487
10678883174,step.compute,170141
10678889254,step.service,177624
10694945276,step.compute,172476
10694950595,step.service,179076
10728083597,step.compute,170422
10728089216,step.service,177574
10744912692,step.compute,167327
10744917791,step.service,174398
10761610533,step.compute,190897
10761616874,step.service,198700
10778003412,step.compute,168929
10778009232,step.service,176302
10794596353,step.compute,180670
10794601612,step.service,187130
10834914331,step.compute,318586
10834928105,step.service,333932
10835254414,step.compute,160615
10835257720,step.service,164401
10861329527,step.compute,164652
10861335417,step.service,172155
10878215169,step.compute,165424
10878220969,step.service,172816
10894456448,step.compute,175140
10894477574,step.service,197979
10927767284,step.compute,201766
10927773154,step.service,209319
10944400965,step.compute,170993
10944406184,step.service,177704
10961528262,step.compute,176944
10961533871,step.service,183995
10978067491,step.compute,173317
10978074403,step.service,183164
10994267539,step.compute,167367
10994273609,step.service,175340
11028024217,step.compute,173818
11028029346,step.service,180730
11062283026,step.compute,157520
11062287564,step.service,163260
11062589692,step.compute,124724
11062592967,step.service,128510
11073941555,step.compute,176161
11073946674,step.service,183023
11094921049,step.compute,189284
11094927470,step.service,197118
11129336346,step.compute,185878
11129342877,step.service,193893
11145717714,step.compute,165734
11145723143,step.service,173667
11164161765,step.compute,328904
11164169138,step.service,337979
11180033891,step.compute,176572
11180039421,step.service,183474
11196363491,step.compute,188413
11196368299,step.service,194683
11212905865,step.compute,180259
11212911965,step.service,188743
11253163348,step.compute,212023
11253168988,step.service,218824
11253489577,step.compute,184246
11253493063,step.service,188052
11279120979,step.compute,174650
11279126488,step.service,181701
11295814231,step.compute,159984
11295819631,step.service,167697
11328521082,step.compute,234372
11328526471,step.service,241844
11345800098,step.compute,194863
11345805407,step.service,201916
11362234266,step.compute,173337
11362239736,step.service,180449
11379040352,step.compute,173998
11379046372,step.service,182292
11395015044,step.compute,226438
11395020463,step.service,234702
11412900638,step.compute,202246
11412907390,step.service,210911
11445052819,step.compute,178736
11445059190,step.service,187070
11468624142,step.compute,273038
11468630343,step.service,281221
11479712504,step.compute,198329
11479718505,step.service,206553
11497858695,step.compute,157429
11497863223,step.service,163500
11512696339,step.compute,207966
11512702270,step.service,215359
11545908816,step.compute,255247
11545922510,step.service,271966
11562079033,step.compute,195455
11562084963,step.service,203508
11579421657,step.compute,169360
11579427728,step.service,177213
11595253605,step.compute,192229
11595259344,step.service,199902
11628390682,step.compute,206994
11628397344,step.service,217092
11645988915,step.compute,214858
11645994194,step.service,221179
11669108394,step.compute,161307
11669113803,step.service,167807
11679365062,step.compute,214858
11679370261,step.service,222361
11695475506,step.compute,229743
11695483640,step.service,240162
11730262289,step.compute,492844
11730270764,step.service,502380
11745879108,step.compute,177925
11745884958,step.service,185347
11761851596,step.compute,277505
11761858327,step.service,286691
11779045706,step.compute,181641
11779052788,step.service,191137
11795367302,step.compute,185508
11795373683,step.service,193211
11828688424,step.compute,189504
11828695166,step.service,198219
11845033631,step.compute,168960
11845038970,step.service,175561
11862150338,step.compute,175020
11862156058,step.service,183014
11884861649,step.compute,161196
11884866417,step.service,167436
11895935165,step.compute,198930
11895945894,step.service,213065
11928681073,step.compute,180058
11928687574,step.service,187912
11944954376,step.compute,164522
11944960587,step.service,172135
11961273848,step.compute,175130
11961279548,step.service,182492
11978748499,step.compute,200364
11978755351,step.service,210341
11995125679,step.compute,294264
11995131549,step.service,302679
12028263206,step.compute,296848
12028269177,step.service,305904
12045089736,step.compute,213836
12045095536,step.service,221379
12061799266,step.compute,191448
12061805316,step.service,199452
12078367474,step.compute,286481
12078374095,step.service,295426
12101360896,step.compute,164361
12101366025,step.service,170982
12130026113,step.compute,188773
12130032494,step.service,197728
12146773598,step.compute,195635
12146778286,step.service,201946
12163625852,step.compute,226698
12163632294,step.service,234191
12179751803,step.compute,179668
12179757542,step.service,186760
12196557447,step.compute,290768
12196562786,step.service,297429
12213652116,step.compute,214417
12213658056,step.service,222271
